game_index,home_team,away_team,score_diff
4078,Sam Houston St,UT Arlington,10
4079,Samford,UNC Greensboro,12
4080,Fresno St,San Diego St,-2
4081,SC Upstate,Longwood,5
4082,SF Austin,Tarleton St,5
4083,Tulsa,South Florida,-27
4084,St Louis,Davidson,13
4085,Stetson,FL Gulf Coast,3
4086,Tennessee,Alabama,9
4087,Texas A&M,Arkansas,6
4088,Grand Canyon,UTRGV,-1
4089,UC Davis,CS Northridge,11
4090,UC Santa Barbara,UC Irvine,-11
4091,UC Riverside,Long Beach St,12
4092,Rhode Island,VCU,-1
4093,Vermont,New Hampshire,29
4094,Louisville,Virginia,-3
4095,W Carolina,ETSU,2
4096,Washington,Oregon,1
4097,Gardner Webb,Winthrop,-8
4098,Wofford,Mercer,3
4099,Cal Baptist,Seattle,21
4100,Appalachian St,Texas St,7
4101,Arizona,Utah,26
4102,Central Conn,Wagner,1
4103,Charlotte,WKU,4
4104,Coastal Car,Georgia St,9
4105,Elon,Col Charleston,-22
4106,Arizona St,Colorado,-8
4107,E Kentucky,Cent Arkansas,16
4108,E Washington,Northern Arizona,17
4109,Loy Marymount,Gonzaga,-43
4110,Hofstra,Hampton,30
4111,SMU,Houston,-15
4112,Idaho,N Colorado,2
4113,Iowa,Ohio St,17
4114,Austin Peay,Jacksonville,-4
4115,Jacksonville St,Queens NC,7
4116,James Madison,Old Dominion,9
4117,Kennesaw,Liberty,7
4118,Lamar,Houston Chr,16
4119,Marshall,Ga Southern,1
4120,Maryland,Purdue,14
4121,McNeese St,Incarnate Word,2
4122,Memphis,UCF,1
4123,Morehead St,Tennessee St,10
4124,MTSU,FL Atlantic,4
4125,Missouri KC,N Dakota St,-11
4126,NE Omaha,South Dakota,8
4127,TX A&M Commerce,New Orleans,-6
4128,Lipscomb,North Florida,-3
4129,Louisiana Tech,North Texas,-10
4130,Northeastern,Monmouth NJ,15
4131,Northwestern LA,SE Louisiana,5
4132,Oral Roberts,North Dakota,3
4133,Portland St,Idaho St,9
4134,Robert Morris,WI Green Bay,15
4135,Denver,S Dakota St,-5
4136,Sacred Heart,F Dickinson,8
4137,Pacific,San Francisco,-8
4138,BYU,Santa Clara,-7
4139,SE Missouri St,E Illinois,14
4140,South Alabama,Southern Miss,31
4141,St Francis NY,St Francis PA,-8
4142,San Diego,St Mary's CA,-3
4143,Stony Brook,William & Mary,5
4144,Nicholls St,TAM C. Christi,-4
4145,Tennessee Tech,Lindenwood,9
4146,TN Martin,SIUE,6
4147,Towson,Delaware,23
4148,Arkansas St,Troy,-5
4149,UTEP,UAB,-13
4150,UCLA,Stanford,9
4151,Louisiana,ULM,17
4152,Radford,UNC Asheville,-9
4153,Drexel,UNC Wilmington,-1
4154,USC,California,37
4155,Rice,UT San Antonio,-5
4156,Washington St,Oregon St,18
4157,CS Sacramento,Weber St,-3
4158,Temple,Wichita St,-14
4159,Youngstown St,WI Milwaukee,29
4160,Bellarmine,North Alabama,-13
4161,Hartford,Merrimack,-8
4162,Ark Little Rock,Southern Indiana,-1
4163,Stonehill,LIU Brooklyn,15
4164,Wyoming,Air Force,-6
4165,Rider,Canisius,-3
4166,Cleveland St,Wright St,17
4167,Cornell,Dartmouth,12
4168,Loyola-Chicago,Dayton,-16
4169,Oakland,Detroit,-22
4170,Marist,Fairfield,-9
4171,Grand Canyon,Abilene Chr,10
4172,Columbia,Harvard,-18
4173,Iona,Manhattan,11
4174,Kent,E Michigan,27
4175,Mt St Mary's,Niagara,4
4176,PFW,N Kentucky,-13
4177,San Jose St,New Mexico,-28
4178,Penn,Yale,2
4179,Princeton,Brown,11
4180,Siena,Quinnipiac,-3
4181,Southern Utah,Utah Tech,10
4182,Akron,Buffalo,20
4183,Alabama,Georgia,49
4184,Alabama A&M,Bethune-Cookman,34
4185,Jackson St,Alcorn St,-15
4186,Arizona,Colorado,10
4187,Arizona St,Utah,8
4188,Ark Little Rock,E Illinois,4
4189,Arkansas,Florida,19
4190,Arkansas St,Georgia St,5
4191,Army,Lafayette,10
4192,Austin Peay,North Florida,2
4193,Florida St,Boston College,-6
4194,Boston Univ,Bucknell,16
4195,Campbell,Presbyterian,17
4196,Central Conn,Stonehill,4
4197,Louisiana Tech,Charlotte,-7
4198,Colgate,Holy Cross,23
4199,Fresno St,Colorado St,-3
4200,Columbia,Dartmouth,6
4201,Connecticut,Seton Hall,9
4202,St John's,Creighton,-10
4203,CS Fullerton,Cal Poly,21
4204,CS Sacramento,Idaho St,5
4205,Davidson,St Joseph's PA,1
4206,Delaware,UNC Wilmington,9
4207,Denver,South Dakota,18
4208,Syracuse,Duke,-22
4209,E Washington,N Colorado,12
4210,Monmouth NJ,Elon,-7
4211,Wagner,F Dickinson,-18
4212,Alabama St,Florida A&M,-6
4213,George Mason,La Salle,4
4214,Pepperdine,Gonzaga,-9
4215,Hampton,Drexel,3
4216,Cornell,Harvard,-17
4217,Long Beach St,Hawaii,-3
4218,High Point,SC Upstate,15
4219,Stony Brook,Hofstra,-3
4220,Houston Chr,Lamar,19
4221,Coppin St,Howard,-10
4222,Indiana,Illinois,3
4223,Indiana St,Illinois St,16
4224,James Madison,Louisiana,6
4225,Kansas,Baylor,16
4226,Kansas St,Iowa St,6
4227,Kentucky,Tennessee,12
4228,American Univ,Lehigh,-3
4229,Jacksonville St,Liberty,-24
4230,Lipscomb,Jacksonville,3
4231,Longwood,Radford,10
4232,Louisville,Clemson,10
4233,Loy Marymount,Pacific,2
4234,MA Lowell,Binghamton,14
4235,Maine,SUNY Albany,2
4236,Marshall,Troy,10
4237,Rhode Island,Massachusetts,-24
4238,MD E Shore,S Carolina St,16
4239,Miami FL,Wake Forest,9
4240,N Illinois,Miami OH,-1
4241,Michigan,Michigan St,12
4242,Mississippi,Mississippi St,-8
4243,Montana St,Montana,4
4244,Morehead St,Lindenwood,13
4245,MTSU,Florida Intl,11
4246,Murray St,Evansville,16
4247,Navy,Loyola MD,12
4248,Delaware St,NC Central,-8
4249,New Hampshire,UMBC,9
4250,Northwestern LA,New Orleans,-3
4251,Nicholls St,Incarnate Word,10
4252,Norfolk St,Morgan St,22
4253,Missouri KC,North Dakota,-8
4254,UTEP,North Texas,-8
4255,Northeastern,William & Mary,12
4256,Idaho,Northern Arizona,-22
4257,Missouri St,Northern Iowa,-3
4258,C Michigan,Ohio,-17
4259,Appalachian St,Old Dominion,-11
4260,Oral Roberts,N Dakota St,8
4261,Penn,Brown,21
4262,Minnesota,Penn St,-7
4263,Prairie View,Ark Pine Bluff,11
4264,Providence,Villanova,13
4265,Rice,WKU,6
4266,Robert Morris,WI Milwaukee,20
4267,Wisconsin,Rutgers,-1
4268,NE Omaha,S Dakota St,-21
4269,Tarleton St,Sam Houston St,-5
4270,VMI,Samford,-35
4271,Portland,Santa Clara,-19
4272,TX A&M Commerce,SE Louisiana,-2
4273,SE Missouri St,Southern Indiana,5
4274,South Alabama,ULM,36
4275,LSU,South Carolina,-9
4276,Southern Miss,Ga Southern,11
4277,LIU Brooklyn,St Francis PA,-11
4278,St Louis,Duquesne,5
4279,St Mary's CA,BYU,6
4280,FL Gulf Coast,Stetson,-4
4281,McNeese St,TAM C. Christi,-23
4282,TCU,Oklahoma St,25
4283,Tennessee St,SIUE,15
4284,Texas,Oklahoma,2
4285,Missouri,Texas A&M,-9
4286,Coastal Car,Texas St,-3
4287,West Virginia,Texas Tech,-6
4288,Tennessee Tech,TN Martin,-9
4289,Bowling Green,Toledo,-5
4290,Towson,NC A&T,12
4291,South Florida,Tulane,-18
4292,TX Southern,MS Valley St,18
4293,UT San Antonio,UAB,-5
4294,UC Irvine,UC Davis,2
4295,UC Riverside,UC Santa Barbara,11
4296,UCLA,California,35
4297,UNC Asheville,Gardner Webb,12
4298,Chattanooga,UNC Greensboro,-17
4299,USC,Stanford,10
4300,SF Austin,UT Arlington,-5
4301,Utah St,Nevada,9
4302,Seattle,Utah Valley,-9
4303,VCU,Fordham,19
4304,Vanderbilt,Auburn,2
4305,NJIT,Vermont,-2
4306,Virginia,Notre Dame,2
4307,Virginia Tech,Pittsburgh,7
4308,Mercer,W Carolina,-3
4309,W Michigan,Ball St,10
4310,Washington,Oregon St,14
4311,Portland St,Weber St,-8
4312,Charleston So,Winthrop,-8
4313,Citadel,Wofford,-4
4314,Xavier,DePaul,14
4315,Princeton,Yale,-10
4316,Youngstown St,WI Green Bay,30
4317,E Kentucky,North Alabama,-5
4318,Sacred Heart,Merrimack,-12
4319,UC San Diego,CS Northridge,13
4320,St Thomas MN,W Illinois,13
4321,Kennesaw,Queens NC,-7
4322,Boise St,UNLV,4
4323,S Illinois,Bradley,-2
4324,Chicago St,Hartford,22
4325,UCF,Cincinnati,-2
4326,Cleveland St,N Kentucky,1
4327,Detroit,IUPUI,13
4328,Drake,Belmont,14
4329,Furman,ETSU,4
4330,St Bonaventure,G Washington,-2
4331,Butler,Georgetown,-6
4332,Houston,Memphis,8
4333,IL Chicago,Valparaiso,1
4334,St Peter's,Iona,-20
4335,PFW,Wright St,2
4336,Fairfield,Manhattan,-1
4337,Marist,Niagara,9
4338,Mt St Mary's,Canisius,1
4339,NC State,North Carolina,8
4340,Nebraska,Maryland,4
4341,Northwestern,Iowa,20
4342,Purdue,Ohio St,27
4343,Quinnipiac,Rider,2
4344,SMU,East Carolina,16
4345,Temple,Tulsa,23
4346,Washington St,Oregon,3
4347,Bellarmine,Cent Arkansas,1
4348,Alabama St,Bethune-Cookman,-5
4349,Norfolk St,Coppin St,-7
4350,UC Santa Barbara,CS Fullerton,-14
4351,Delaware St,S Carolina St,1
4352,Duke,Louisville,17
4353,Alabama A&M,Florida A&M,-6
4354,CS Bakersfield,Hawaii,-11
4355,Illinois,Minnesota,9
4356,TCU,Kansas,-5
4357,Morgan St,Howard,13
4358,MD E Shore,NC Central,-5
4359,Prairie View,MS Valley St,2
4360,TX Southern,Ark Pine Bluff,5
4361,UC Davis,UC San Diego,10
4362,Cal Poly,UC Irvine,-3
4363,CS Northridge,UC Riverside,-20
4364,West Virginia,Oklahoma St,18
4365,Nicholls St,TX A&M Commerce,-1
4366,Arkansas,Georgia,32
4367,Ball St,Kent,12
4368,Buffalo,C Michigan,28
4369,E Michigan,W Michigan,7
4370,Tulsa,East Carolina,-2
4371,Air Force,Fresno St,-5
4372,Kansas St,Baylor,10
4373,Creighton,Marquette,-2
4374,Virginia Tech,Miami FL,-6
4375,Miami OH,Bowling Green,9
4376,Michigan St,Indiana,15
4377,Missouri,Mississippi St,2
4378,Missouri St,Murray St,15
4379,Nevada,San Jose St,15
4380,Ohio,N Illinois,9
4381,Pittsburgh,Georgia Tech,8
4382,Richmond,St Louis,3
4383,Robert Morris,Youngstown St,19
4384,San Diego St,Colorado St,19
4385,Texas,Iowa St,18
4386,Texas A&M,Tennessee,5
4387,Oklahoma,Texas Tech,-11
4388,Toledo,Akron,21
4389,Wyoming,Utah St,-10
4390,St Joseph's PA,VCU,-25
4391,Xavier,Villanova,-1
4392,South Carolina,Alabama,-2
4393,Georgia St,Appalachian St,-26
4394,Auburn,Mississippi,4
4395,Belmont,Indiana St,1
4396,Boise St,New Mexico,5
4397,Boston College,Virginia,15
4398,Army,Boston Univ,-6
4399,Valparaiso,Bradley,-10
4400,NJIT,Bryant,-1
4401,DePaul,Butler,-1
4402,Cincinnati,Temple,5
4403,Clemson,Syracuse,18
4404,Lafayette,Colgate,-4
4405,Connecticut,Providence,18
4406,Davidson,St Bonaventure,13
4407,Massachusetts,Dayton,-18
4408,Drake,Illinois St,31
4409,La Salle,Duquesne,-17
4410,ETSU,Citadel,8
4411,Loyola-Chicago,Fordham,-2
4412,Furman,Mercer,3
4413,Rhode Island,G Washington,-9
4414,Ga Southern,Coastal Car,8
4415,High Point,Radford,5
4416,Houston,Tulane,30
4417,Evansville,IL Chicago,-6
4418,Cent Arkansas,Jacksonville St,-30
4419,North Alabama,Kennesaw,-13
4420,Florida,Kentucky,-8
4421,Lehigh,Bucknell,16
4422,Queens NC,Liberty,-8
4423,FL Gulf Coast,Lipscomb,-9
4424,Loyola MD,Holy Cross,22
4425,LSU,Vanderbilt,7
4426,UMBC,MA Lowell,-5
4427,James Madison,Marshall,-9
4428,Maryland,Minnesota,18
4429,E Illinois,Morehead St,-6
4430,American Univ,Navy,-16
4431,NC State,Wake Forest,16
4432,New Hampshire,Maine,12
4433,Notre Dame,North Carolina,-4
4434,North Florida,E Kentucky,13
4435,Old Dominion,Southern Miss,5
4436,S Illinois,Northern Iowa,23
4437,Chattanooga,Samford,-5
4438,Presbyterian,SC Upstate,-2
4439,Abilene Chr,SF Austin,-4
4440,Texas St,South Alabama,-9
4441,UCF,South Florida,-7
4442,Georgetown,St John's,-9
4443,Stetson,Austin Peay,25
4444,ULM,Troy,-4
4445,Louisiana,Arkansas St,11
4446,UNC Asheville,Charleston So,18
4447,UNC Greensboro,W Carolina,19
4448,Vermont,Binghamton,11
4449,VMI,Wofford,4
4450,Winthrop,Campbell,2
4451,Wisconsin,Iowa,12
4452,Jacksonville,Bellarmine,-2
4453,SIUE,Ark Little Rock,-5
4454,Charlotte,North Texas,6
4455,WI Green Bay,Cleveland St,-11
4456,Col Charleston,Towson,8
4457,CS Northridge,CS Bakersfield,7
4458,NC A&T,Delaware,-2
4459,Drexel,Northeastern,27
4460,Weber St,E Washington,-7
4461,FL Atlantic,UT San Antonio,40
4462,Gonzaga,San Diego,25
4463,Hampton,Monmouth NJ,5
4464,Houston Chr,McNeese St,5
4465,Idaho St,Idaho,10
4466,Illinois,Northwestern,4
4467,IUPUI,Robert Morris,6
4468,Gardner Webb,Longwood,-12
4469,Wichita St,Memphis,-5
4470,Rutgers,Michigan,-13
4471,Montana St,CS Sacramento,4
4472,N Dakota St,St Thomas MN,9
4473,Detroit,N Kentucky,-3
4474,New Orleans,Nicholls St,6
4475,Incarnate Word,Northwestern LA,-5
4476,Oakland,Wright St,7
4477,South Dakota,Oral Roberts,-12
4478,Ohio St,Penn St,-4
4479,S Dakota St,Missouri KC,23
4480,Sam Houston St,Cal Baptist,11
4481,San Francisco,Portland,3
4482,UC Santa Barbara,Long Beach St,5
4483,Santa Clara,Pepperdine,9
4484,Lamar,SE Louisiana,-23
4485,UT Arlington,Southern Utah,-10
4486,Sacred Heart,St Francis NY,-7
4487,St Francis PA,F Dickinson,10
4488,St Mary's CA,Pacific,31
4489,TN Martin,Tennessee St,-6
4490,Southern Indiana,Tennessee Tech,-3
4491,UAB,Rice,28
4492,Hawaii,UC Riverside,-2
4493,Utah,UCLA,-7
4494,UNC Wilmington,Stony Brook,7
4495,Colorado,USC,-19
4496,Florida Intl,UTEP,-5
4497,North Dakota,W Illinois,-11
4498,WKU,Louisiana Tech,10
4499,Wagner,Stonehill,10
4500,California,Washington,-9
4501,Stanford,Washington St,-4
4502,WI Milwaukee,PFW,2
4503,William & Mary,Elon,13
4504,Merrimack,Central Conn,16
4505,UTRGV,Utah Tech,-7
4506,Tarleton St,Utah Valley,19
4507,UC Irvine,UC San Diego,-8
4508,Lindenwood,SE Missouri St,3
4509,TAM C. Christi,TX A&M Commerce,-4
4510,ULM,Arkansas St,-3
4511,Canisius,St Peter's,13
4512,Colorado St,Wyoming,13
4513,Jacksonville,E Kentucky,-4
4514,FL Gulf Coast,Austin Peay,18
4515,Ga Southern,Appalachian St,9
4516,Mt St Mary's,Iona,-12
4517,North Alabama,Jacksonville St,-9
4518,James Madison,Georgia St,21
4519,Cent Arkansas,Kennesaw,-16
4520,Liberty,Queens NC,20
4521,Stetson,Lipscomb,-7
4522,Manhattan,Marist,-23
4523,Fresno St,Nevada,-4
4524,Niagara,Fairfield,8
4525,North Florida,Bellarmine,12
4526,Old Dominion,Marshall,4
4527,Rider,Siena,3
4528,Grand Canyon,Seattle,-11
4529,Texas St,Southern Miss,-10
4530,Troy,Coastal Car,21
4531,Louisiana,South Alabama,10
4532,UNLV,Air Force,1
4533,VCU,Richmond,15
4534,Seton Hall,Xavier,-22
4535,Akron,W Michigan,17
4536,Alabama,Arkansas,3
4537,Alabama St,Alabama A&M,-5
4538,SUNY Albany,NJIT,14
4539,Arizona,Arizona St,-1
4540,Holy Cross,Army,-15
4541,Baylor,Texas,9
4542,Bethune-Cookman,Southern Univ,7
4543,Boston Univ,Lehigh,3
4544,Columbia,Brown,-11
4545,Bucknell,Lafayette,10
4546,BYU,San Francisco,26
4547,Charleston So,Presbyterian,26
4548,Charlotte,Rice,16
4549,NC State,Clemson,-25
4550,Col Charleston,Stony Brook,40
4551,Navy,Colgate,-4
4552,St John's,Connecticut,-9
4553,CS Bakersfield,CS Fullerton,-4
4554,Elon,Delaware,-16
4555,Denver,NE Omaha,11
4556,Duke,Virginia Tech,16
4557,E Michigan,Ball St,7
4558,SIUE,SE Missouri St,15
4559,ETSU,UNC Greensboro,1
4560,F Dickinson,St Francis NY,17
4561,FL Atlantic,UTEP,26
4562,Miami FL,Florida St,-1
4563,Fordham,Rhode Island,3
4564,Samford,Furman,-14
4565,G Washington,La Salle,7
4566,Dayton,George Mason,-5
4567,Georgia Tech,Louisville,16
4568,Gonzaga,St Mary's CA,9
4569,Florida A&M,Grambling,-14
4570,Hawaii,UC Irvine,5
4571,Hofstra,Northeastern,32
4572,East Carolina,Houston,-19
4573,Idaho St,E Washington,8
4574,Incarnate Word,TX A&M Commerce,4
4575,Purdue,Indiana,-8
4576,Iowa,Michigan St,6
4577,WI Green Bay,PFW,-17
4578,Jackson St,TX Southern,2
4579,Kansas,West Virginia,2
4580,Oklahoma St,Kansas St,-5
4581,Bowling Green,Kent,-10
4582,Kentucky,Auburn,32
4583,Long Beach St,CS Northridge,7
4584,Pepperdine,Loy Marymount,-8
4585,Loyola MD,American Univ,6
4586,MA Lowell,New Hampshire,37
4587,Binghamton,Maine,-4
4588,Marquette,DePaul,6
4589,Coppin St,MD E Shore,-21
4590,Mercer,Citadel,22
4591,Miami OH,Ohio,17
4592,Mississippi,LSU,13
4593,Mississippi St,Texas A&M,7
4594,Georgia,Missouri,-22
4595,Montana,CS Sacramento,2
4596,Montana St,Portland St,13
4597,Morehead St,TN Martin,14
4598,Morgan St,Delaware St,5
4599,MS Valley St,Ark Pine Bluff,4
4600,MTSU,Louisiana Tech,14
4601,N Dakota St,W Illinois,2
4602,C Michigan,N Illinois,-4
4603,Oakland,N Kentucky,-9
4604,NC A&T,Hampton,1
4605,NC Central,Howard,8
4606,Nebraska,Minnesota,11
4607,Lamar,New Orleans,-5
4608,Nicholls St,Houston Chr,4
4609,S Carolina St,Norfolk St,-12
4610,North Carolina,Virginia,8
4611,North Dakota,St Thomas MN,8
4612,N Colorado,Northern Arizona,-3
4613,Iowa St,Oklahoma,-11
4614,S Dakota St,Oral Roberts,-4
4615,Oregon St,Oregon,-2
4616,Pacific,Portland,4
4617,Penn,Dartmouth,10
4618,Pittsburgh,Syracuse,17
4619,Alcorn St,Prairie View,-4
4620,Harvard,Princeton,-2
4621,Radford,Campbell,2
4622,Central Conn,Sacred Heart,-2
4623,Sam Houston St,Southern Utah,7
4624,New Mexico,San Diego St,-2
4625,San Jose St,Boise St,6
4626,UC San Diego,UC Santa Barbara,-16
4627,San Diego,Santa Clara,-18
4628,SC Upstate,Gardner Webb,6
4629,SE Louisiana,McNeese St,3
4630,South Dakota,Missouri KC,34
4631,South Florida,SMU,4
4632,St Louis,Loyola-Chicago,19
4633,TAM C. Christi,Northwestern LA,8
4634,Texas Tech,TCU,-1
4635,Tennessee,South Carolina,40
4636,E Illinois,Tennessee Tech,-9
4637,Toledo,Buffalo,30
4638,UNC Wilmington,Towson,-4
4639,UTRGV,Tarleton St,4
4640,WKU,UAB,-12
4641,Cal Poly,UC Davis,-6
4642,Longwood,UNC Asheville,-10
4643,Utah,USC,-13
4644,UT Arlington,Utah Tech,2
4645,Florida Intl,UT San Antonio,-4
4646,Abilene Chr,Utah Valley,-4
4647,Vanderbilt,Florida,16
4648,Bryant,Vermont,-4
4649,Villanova,Creighton,12
4650,W Carolina,VMI,19
4651,St Francis PA,Wagner,-10
4652,Wake Forest,Notre Dame,8
4653,California,Washington St,-6
4654,Weber St,Idaho,14
4655,WI Milwaukee,Cleveland St,9
4656,William & Mary,Monmouth NJ,12
4657,Winthrop,High Point,6
4658,Wofford,Chattanooga,12
4659,Detroit,Wright St,-11
4660,Yale,Cornell,18
4661,IUPUI,Youngstown St,-14
4662,LIU Brooklyn,Merrimack,-21
4663,Lindenwood,Ark Little Rock,1
4664,Tennessee St,Southern Indiana,-12
4665,Northern Iowa,Belmont,-8
4666,Bradley,Drake,12
4667,Canisius,Fairfield,13
4668,Duquesne,Davidson,-4
4669,Illinois St,Evansville,19
4670,Iona,Siena,33
4671,Quinnipiac,Manhattan,-2
4672,Maryland,Northwestern,16
4673,Memphis,Cincinnati,3
4674,Michigan,Wisconsin,8
4675,Indiana St,Missouri St,-4
4676,Rider,Mt St Mary's,-5
4677,Murray St,Valparaiso,1
4678,Ohio St,Illinois,12
4679,Georgetown,Providence,-20
4680,Penn St,Rutgers,-3
4681,IL Chicago,S Illinois,-3
4682,SF Austin,Cal Baptist,22
4683,St Bonaventure,St Joseph's PA,13
4684,Niagara,St Peter's,-1
4685,Stanford,Washington,12
4686,Tulsa,UCF,-19
4687,Colorado,UCLA,-4
4688,Tulane,Wichita St,-7
4689,Alcorn St,TX Southern,8
4690,Oklahoma St,Baylor,-6
4691,Delaware St,Coppin St,-10
4692,Portland St,CS Sacramento,-2
4693,Bethune-Cookman,Grambling,-12
4694,S Carolina St,Howard,-4
4695,Jackson St,Prairie View,4
4696,Idaho,Montana,-15
4697,E Washington,Montana St,-5
4698,MD E Shore,Morgan St,-7
4699,N Colorado,Idaho St,15
4700,NC Central,Norfolk St,1
4701,Florida St,North Carolina,-11
4702,Florida A&M,Southern Univ,-2
4703,Northern Arizona,Weber St,-1
4704,Iowa St,West Virginia,-3
4705,Wyoming,Nevada,9
4706,Akron,Ball St,4
4707,American Univ,Bucknell,5
4708,Boise St,San Diego St,6
4709,Wake Forest,Boston College,-2
4710,Bowling Green,E Michigan,20
4711,N Illinois,Buffalo,-10
4712,Dayton,La Salle,24
4713,Detroit,PFW,13
4714,Duke,NC State,4
4715,E Kentucky,North Alabama,25
4716,Georgia,Florida,-10
4717,Syracuse,Georgia Tech,-20
4718,Indiana,Iowa,-22
4719,Kansas,Texas Tech,4
4720,Kennesaw,Queens NC,1
4721,Kent,Ohio,7
4722,Liberty,Bellarmine,20
4723,Stetson,Lipscomb,-13
4724,Loyola MD,Holy Cross,4
4725,Maine,Bryant,2
4726,Butler,Marquette,-16
4727,W Michigan,Miami OH,-15
4728,Nebraska,Michigan St,-13
4729,Mississippi St,South Carolina,6
4730,New Hampshire,NJIT,1
4731,New Mexico,Fresno St,14
4732,Robert Morris,IUPUI,3
4733,San Jose St,Colorado St,17
4734,Tennessee,Arkansas,18
4735,Mississippi,Texas A&M,-8
4736,C Michigan,Toledo,-34
4737,Binghamton,UMBC,-3
4738,VCU,St Louis,12
4739,Vermont,SUNY Albany,18
4740,Seton Hall,Villanova,-4
4741,Virginia,Clemson,7
4742,Louisville,Virginia Tech,-17
4743,Wright St,WI Green Bay,20
4744,Alabama,Auburn,5
4745,Connecticut,DePaul,29
4746,Creighton,Georgetown,40
4747,Duquesne,Massachusetts,9
4748,East Carolina,Tulane,15
4749,F Dickinson,St Francis NY,8
4750,Davidson,G Washington,-5
4751,George Mason,Fordham,6
4752,Gonzaga,Chicago St,39
4753,Southern Utah,Grand Canyon,-5
4754,Kansas St,Oklahoma,16
4755,McNeese St,New Orleans,7
4756,LSU,Missouri,-5
4757,Nicholls St,Lamar,4
4758,Northwestern LA,Incarnate Word,17
4759,Notre Dame,Pittsburgh,7
4760,Ohio St,Maryland,11
4761,Northwestern,Penn St,-3
4762,Loyola-Chicago,Rhode Island,-2
4763,Sacred Heart,Wagner,12
4764,SF Austin,Sam Houston St,-5
4765,Houston Chr,SE Louisiana,-16
4766,South Florida,Tulsa,16
4767,St Francis PA,Central Conn,14
4768,St Joseph's PA,Richmond,16
4769,TX A&M Commerce,TAM C. Christi,-5
4770,TCU,Texas,2
4771,UNLV,Utah St,-25
4772,Utah Valley,UT Arlington,19
4773,Kentucky,Vanderbilt,-2
4774,Providence,Xavier,-5
4775,Cal Baptist,UTRGV,18
4776,Merrimack,LIU Brooklyn,15
4777,Utah Tech,Seattle,37
4778,MS Valley St,Alcorn St,-10
4779,Navy,American Univ,-1
4780,USC,Arizona,-6
4781,Army,Boston Univ,2
4782,Cleveland St,Robert Morris,5
4783,Colgate,Loyola MD,19
4784,Morgan St,Coppin St,-12
4785,Fairfield,Quinnipiac,10
4786,Rice,FL Atlantic,-29
4787,Grambling,Alabama A&M,12
4788,CS Northridge,Hawaii,-26
4789,Houston,Wichita St,17
4790,Howard,Norfolk St,20
4791,Illinois,Michigan,4
4792,Iona,Marist,19
4793,Ark Pine Bluff,Jackson St,-4
4794,Kennesaw,Lipscomb,9
4795,Lehigh,Lafayette,-7
4796,Liberty,E Kentucky,6
4797,Long Beach St,CS Bakersfield,16
4798,Louisiana Tech,Florida Intl,1
4799,Siena,Manhattan,-1
4800,Delaware St,MD E Shore,-6
4801,SMU,Memphis,-19
4802,Minnesota,Rutgers,1
4803,Missouri St,IL Chicago,17
4804,N Kentucky,Oakland,7
4805,S Carolina St,NC Central,-7
4806,North Texas,MTSU,14
4807,Oregon,California,33
4808,Wisconsin,Purdue,-2
4809,St Peter's,Rider,-13
4810,UC Davis,UC Santa Barbara,-3
4811,Southern Univ,Alabama St,14
4812,Oregon St,Stanford,-23
4813,Temple,UCF,2
4814,UC Riverside,UC Irvine,-10
4815,UCLA,Arizona St,18
4816,UT San Antonio,Charlotte,5
4817,UTEP,WKU,-5
4818,Washington,Washington St,-9
4819,WI Milwaukee,Wright St,17
4820,Youngstown St,Detroit,5
4821,Buffalo,Miami OH,5
4822,Colorado St,New Mexico,8
4823,Utah Tech,Grand Canyon,-10
4824,Kent,Akron,5
4825,N Illinois,E Michigan,19
4826,Ohio,Bowling Green,34
4827,Sam Houston St,Abilene Chr,18
4828,Seattle,UT Arlington,24
4829,Southern Utah,Cal Baptist,10
4830,St Louis,Dayton,4
4831,Ball St,Toledo,-6
4832,Tulane,East Carolina,3
4833,Utah Valley,SF Austin,44
4834,W Michigan,C Michigan,16
4835,Southern Univ,Alabama A&M,-3
4836,Ark Pine Bluff,Alcorn St,-5
4837,Auburn,Tennessee,9
4838,Bethune-Cookman,Florida A&M,21
4839,UMBC,Binghamton,-2
4840,Canisius,Niagara,13
4841,Clemson,Notre Dame,23
4842,Colorado,Utah,9
4843,Villanova,Connecticut,-12
4844,Cornell,Columbia,14
4845,DePaul,Creighton,-14
4846,Dartmouth,Harvard,5
4847,Rhode Island,Davidson,-14
4848,North Carolina,Duke,-5
4849,F Dickinson,St Francis PA,20
4850,Louisiana Tech,FL Atlantic,-4
4851,Florida,LSU,12
4852,Rice,Florida Intl,-7
4853,Fordham,Duquesne,27
4854,Fresno St,Chicago St,36
4855,Richmond,George Mason,-2
4856,Boston College,Georgia Tech,-8
4857,Grambling,Alabama St,20
4858,Rider,Iona,-2
4859,Baylor,Iowa St,-15
4860,MS Valley St,Jackson St,-8
4861,Arkansas,Kentucky,-9
4862,La Salle,Loyola-Chicago,-3
4863,MA Lowell,Maine,31
4864,Marquette,St John's,2
4865,Massachusetts,St Bonaventure,11
4866,Miami FL,Pittsburgh,2
4867,Michigan St,Ohio St,6
4868,Missouri,Mississippi,5
4869,Manhattan,Mt St Mary's,-5
4870,New Hampshire,Bryant,7
4871,North Texas,WKU,34
4872,Oklahoma,TCU,14
4873,Texas Tech,Oklahoma St,-3
4874,Oregon,Stanford,5
4875,Oregon St,California,3
4876,Prairie View,TX Southern,4
4877,Princeton,Penn,8
